# Taille Rimes_debut	Mots_composées	Mots_non_composés
2	64	33	31
3	242	94	148
4	597	200	397
5	1069	255	814
6	1316	223	1093
7	1442	237	1205
8	1399	222	1177
9	1195	189	1006
10	974	192	782
11	664	107	557
12	443	77	366
13	285	44	241
14	118	17	101
15	76	11	65
16	19	1	18
17	6	0	6
18	6	0	6
19	0	0	0
20	0	0	0
