# Taille Rimes_debut	Mots_composées	Mots_non_composés
2	446	230	216
3	2248	555	1693
4	5332	629	4703
5	6864	547	6317
6	6274	435	5839
7	4548	301	4247
8	2867	196	2671
9	1647	132	1515
10	886	75	811
11	453	46	407
12	212	31	181
13	99	18	81
14	59	14	45
15	27	9	18
16	12	4	8
17	8	4	4
18	4	2	2
19	3	2	1
20	2	2	0
