#X	Y
2	91
3	542
4	2085
5	5942
6	11840
7	17957
8	22948
9	24945
10	23376
11	19053
12	13843
13	8759
14	4959
15	2528
16	1139
17	496
18	175
19	3
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
