#X	Y
2	99
3	620
4	2558
5	7396
6	15208
7	24484
8	32100
9	34473
10	31660
11	25427
12	18343
13	12021
14	7592
15	4527
16	2656
17	1537
18	797
19	514
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
