# Taille Rimes_fin	Mots_composées	Mots_non_composés
2	361	319	42
3	2181	1493	688
4	7919	4215	3704
5	19056	7811	11245
6	32741	10795	21946
7	42764	12043	30721
8	46068	11547	34521
9	42258	10019	32239
10	33720	8105	25615
11	23902	6311	17591
12	15571	4959	10612
13	9374	3693	5681
14	5431	2604	2827
15	3161	1842	1319
16	1757	1195	562
17	1031	787	244
18	600	504	96
19	334	292	42
20	217	198	19
21	128	121	7
22	77	75	2
23	46	46	0
24	31	31	0
25	27	27	0
26	14	14	0
27	15	15	0
28	14	14	0
29	6	6	0
30	8	8	0
