# Taille Rimes_debut	Mots_composées	Mots_non_composés
2	612	460	152
3	3549	2128	1421
4	11152	4959	6193
5	22181	7340	14841
6	32850	8678	24172
7	40698	8987	31711
8	42956	8313	34643
9	39723	7010	32713
10	32726	5450	27276
11	24228	3897	20331
12	15883	2533	13350
13	9637	1540	8097
14	5521	955	4566
15	2937	624	2313
16	1582	361	1221
17	810	221	589
18	415	147	268
19	225	102	123
20	104	65	39
21	109	64	45
22	73	46	27
23	38	29	9
24	27	21	6
25	14	13	1
26	7	7	0
27	6	6	0
28	5	5	0
29	3	3	0
30	3	3	0
